Index,ndb,nsulph,ncof,nnitro,nhev,ntb,nrot,AWeight,ncocl,Hatov,Hy,UI,Qass,C Log P
40,2,0,1,3,23,0,3,13.095,0,3.036,-3.147,3.807,1.121,1.268
41,2,0,1,3,26,0,2,13.124,0,2.907,-3.254,3.807,1.398,1.544
42,0,0,0,4,33,0,6,13.582,0,3.333,-2.751,0,2.657,-7.291
43,2,0,1,3,24,0,5,13.216,0,2.984,-3.057,3.17,1.213,1.124
44,2,0,0,2,17,0,2,12.95,0,2.865,-2.885,3.807,0.857,1.423
45,0,0,0,6,42,0,9,13.531,0,3.298,-2.953,0,3.243,-8.895
46,4,0,0,4,17,0,3,13.654,0,4.064,-1.924,3.322,1.059,0.073
47,3,1,0,2,14,0,3,14.583,0,2.471,-2.176,3.322,0.617,0.094
48,2,1,0,4,17,0,3,14.13,0,2.881,-2.404,3.907,0.659,0.86
49,2,1,0,3,18,0,3,14.123,0,2.443,-2.548,3.807,0.678,1.674
50,2,1,0,3,17,0,3,14.247,0,2.636,-2.404,3.807,0.683,1.366
51,2,2,0,4,17,0,3,15.309,0,2.222,-2.164,3.807,0.591,1.23
52,2,1,0,2,11,0,1,14.922,0,2.538,-1.887,3.17,0.468,-0.084
53,4,1,0,4,28,0,6,13.725,0,3.231,-3.09,4.524,1.321,3.702
54,2,2,0,3,16,0,3,15.391,0,2.33,-2.25,3.807,0.603,1.526
55,4,0,0,5,58,0,11,12.871,0,2.332,-4.343,4,2.323,4.929
56,0,0,0,5,32,0,6,13.445,0,3.2,-2.813,0,2.363,-6.296
57,0,0,0,4,21,0,5,12.961,0,2.687,-2.928,3.7,1.438,1.258
58,9,0,0,1,65,0,3,13.085,0,2.832,-4.355,3.322,3.684,0.712
59,3,0,0,0,24,0,3,13.985,1,2.391,-3.248,3.322,1.453,2.81
60,0,0,3,5,25,0,5,13.408,0,3.427,-2.972,4.17,0.779,2.177
61,1,0,0,4,33,0,4,13.674,2,2.554,-4.127,4.858,0.537,7.49
62,2,1,0,2,17,0,2,13.895,0,2.757,-2.885,3.907,0.611,1.684
63,0,0,0,3,22,0,8,13.349,1,2.108,-3.649,3.585,0.409,4.811
64,0,0,0,3,23,0,9,13.464,1,2.269,-3.54,3.585,0.614,3.783
65,0,0,6,2,26,0,4,13.93,0,3.583,-3.073,3.585,0.982,4.448
66,1,0,0,2,24,0,4,12.51,0,2.791,-3.821,3.7,0.722,3.173
67,1,0,0,3,12,0,3,13.507,0,3.025,-1.792,2.807,0.766,0.092
68,1,0,0,2,7,0,0,13.721,0,3.5,-1.203,1,0.473,-1.625
69,0,0,0,2,14,0,9,12.866,0,2.132,-2.72,0,0.675,-0.293
70,1,1,0,2,11,0,2,14.197,0,2.082,-2.516,3,0.311,1.278
71,1,0,0,3,10,0,2,13.009,0,3.593,-1.993,3,0.461,-0.315
72,8,0,0,4,61,0,5,12.861,0,2.442,-4.472,4.322,3.036,4.749
73,7,0,0,4,59,0,5,12.957,0,2.518,-4.287,4.248,3.349,4.335
74,3,1,0,4,16,0,5,14.013,0,2.513,-2.5,3.322,0.66,0.812
75,1,0,0,1,12,0,3,12.842,0,2.553,-2.689,1,0.641,1.37
76,0,0,0,5,16,0,1,15.565,2,2.524,-2.25,3.7,0.594,2.01
77,1,0,0,1,11,0,5,12.918,0,2.15,-2.516,1,0.64,1.082
78,2,0,0,1,9,0,4,13.119,0,2.888,-2.113,1.585,0.644,0.365
79,1,0,0,1,22,0,7,12.464,0,1.913,-3.851,3,0.595,4.235
80,0,0,0,2,18,0,5,12.233,0,2.488,-3.707,3.7,0.251,3.165
81,0,0,0,1,18,0,5,12.122,0,2.443,-3.938,3.7,0.187,3.75
82,1,0,0,4,22,0,1,13.439,1,2.749,-3.446,4.248,0.326,3.58
83,3,0,0,3,22,0,2,13.893,1,3.134,-3.041,4,0.638,3.038
84,3,0,0,3,21,0,1,13.602,1,2.709,-3.347,4,0.454,1.849
85,3,0,0,2,22,0,2,13.802,1,3.134,-3.243,4,0.963,2.583
